,date_int,tournament,geodesic,geodesic_home,pop_home,pop_away,home_score,away_score
4511,74491,23,17263.027335110848,10.595971889898394,2444434.5,1764.0,1,1
9320,76458,24,408.64409515413985,448.1127894798623,7338218.5,3329034.0,2,3
14487,78503,23,614.726557644319,105.0648084001377,1698009.5,1760622.5,2,2
6237,75254,2,2418.2578011003475,278.82319024812585,7717590.5,1090655.0,2,0
14092,78370,14,12342.703468018295,12278.062891846754,673275.0,4482436.0,1,2
11531,77354,24,948.7587503732929,32.16159674476775,1606363.5,1006387.0,0,0
3900,74323,24,305.86684137281964,36.35420582458736,4516372.5,1334333.5,1,0
12120,77516,6,6340.193592321069,5361.286271139511,5202198.0,2516229.0,1,0
15717,78970,6,2625.479673878967,1402.8508558154028,5202198.0,3329034.0,1,0
9511,76583,22,9621.638358993561,6746.975269960451,1759166.0,4599255.0,2,3
6900,75544,24,1169.2321628376144,467.9885708050368,7338218.5,3329034.0,1,0
1755,73336,24,17225.25513619151,19550.620055157615,102172.0,1678185.0,0,3
4279,74431,24,417.18509894176736,94.43510651325097,3329034.0,1562517.5,1,2
6655,75457,49,1439.8999574147358,14.541631906200706,102172.0,1606363.5,0,3
3640,74188,42,14133.807292710408,16653.261724328666,14521523.0,5895685.0,2,0
11652,77378,7,3777.4384564194165,157.32437897162328,853416.5,3740160.5,2,2
1289,73196,23,18143.774594361323,17594.48351885597,446770.0,626174.0,2,2
15228,78755,16,10037.637867851354,623.9859393799161,1764.0,6141603.5,2,1
9215,76411,6,2042.4691603007702,2390.0281151021154,6020799.5,5202198.0,3,1
376,72857,23,2261.167169958421,224.6956258411133,3737082.0,1713855.0,1,0
5266,74820,23,2344.3328677167747,396.6960478450699,55203918.5,1334332.5,5,0
378,72857,23,2887.160163057033,180.88573363540917,3422098.5,1236792.5,3,1
11128,77174,24,6267.086951669951,10668.74966261948,1764.0,1488700.0,1,1
897,73028,23,920.1552688411251,53.77670046732164,1334333.5,3668634.0,1,6
8594,76149,4,12092.839458527576,58.63213149357383,19098968.0,1764.0,1,2
4373,74453,23,4072.741546588111,226.630766455476,6020799.5,9614972.0,5,0
4260,74412,1,3855.4483347614228,4478.690392228062,1606808.5,7717590.5,0,1
8295,76006,12,1682.0362234923803,402.1347567843209,5381876.5,29862.5,3,0
7939,75902,24,15446.692912682705,0.0,1090655.0,1764.0,2,1
15806,79036,23,10790.462076580345,12405.100697345564,338021.5,1334332.5,1,0
9766,76678,7,4029.676100494208,58.45956471759318,620093.5,6020799.5,0,1
13952,78304,23,15050.853831093787,14440.366180817358,40024188.5,5301009.5,0,0
8553,76122,23,2536.1728254785844,85.24365314314382,626174.0,1411273.0,1,0
8511,76118,23,2740.562884969761,53.77670046732164,1334333.5,16988693.5,0,1
12149,77526,6,15774.711851270577,16162.303664985368,2159363.0,1496645.0,1,0
10464,76956,24,10449.337853872214,270.57605445147635,12304091.0,1764.0,1,0
14653,78538,23,11025.789276870235,17341.775487640465,2444434.5,1061042.0,7,0
8865,76279,23,1681.0013144728146,131.26419637863393,176661.5,2045057.0,1,1
12060,77491,24,3168.613513636833,22.200103650345604,14521523.0,3740160.5,1,2
543,72906,48,18871.80351523405,18752.395159682448,16988693.5,1862032.5,3,0
6107,75215,49,4323.395416257463,864.0330382171477,7161013.5,10328576.5,0,1
8901,76283,23,17722.542578975568,623.9859393799161,1764.0,35167955.5,1,1
15,72762,24,1365.9410837177218,108.30886995489166,1334332.5,2591961.5,2,0
6737,75475,24,6980.199185863346,5822.688228013317,3455586.5,16820282.0,0,2
14511,78504,49,15463.75701837826,18444.320347951867,1006387.0,74380224.5,1,2
7338,75700,6,2848.4335860989577,4217.5764711035135,24656196.0,6011601.0,2,1
14209,78387,16,4832.999021070863,4454.926462385568,23900626.0,14689717.0,0,1
2460,73707,24,18752.395159682448,18801.79523771388,3740160.5,16988693.5,1,1
3456,74123,23,3542.597224695797,94.43510651325097,3329034.0,564041.0,3,0
12837,77780,23,18781.07539388178,18871.80351523405,1862032.5,187608.0,6,0
1159,73165,24,2344.467996792032,0.0,2770.5,338021.5,0,3
8347,76037,11,1648.9879273679512,554.285083715467,620093.5,9614972.0,1,0
4886,74655,23,3054.1305925939664,416.5837458743434,18504015.5,3329034.0,2,1
3724,74238,6,6388.659275712265,732.0295230085783,10468969.0,3422098.5,1,2
10481,76965,23,772.9472976590438,1577.7405892892937,293130137.0,1061042.0,7,2
9413,76549,24,10763.900102748286,16821.295511252694,3082588.0,1968091.0,0,0
15675,78917,5,2203.1903994930376,2390.7485546831817,4236614.5,43823828.5,1,2
9783,76679,7,11647.15384197639,623.9859393799161,1764.0,219229.5,3,1
12586,77701,8,1639.4401029847238,867.083559522712,4482436.0,653909.0,3,0
11492,77301,48,18752.395159682448,18751.829437765668,17027226.0,16988693.5,2,0
4814,74622,50,204.19855189584874,863.4423514155308,1216465.5,1676892.0,2,1
16176,79197,23,623.9859393799161,19618.120175711076,29289.5,1764.0,0,3
3281,74071,24,1415.100045708765,166.30811947884382,2866890.5,1334333.5,3,0
8415,76063,24,15128.314035785248,2009.0568053844715,8302037.0,1764.0,1,1
7827,75846,48,1929.152830581802,569.418489955632,27000921.0,17027226.0,0,1
15742,78978,6,2398.11743528057,2305.63817717422,3329034.0,2516229.0,1,1
16619,79401,24,2165.1672042115188,155.2280324880297,1678185.0,1334333.5,4,0
6461,75383,49,18349.287095792133,115.51703883740682,1551240.0,1764.0,1,0
7253,75656,11,1183.870993060834,2577.0592957326317,9614972.0,1562517.5,2,2
5290,74851,23,2597.220069251916,134.84072381282303,164073.5,5202198.0,0,4
15794,79036,23,1993.0649377412249,155.2280324880297,1678185.0,2007297.0,1,2
11094,77149,6,1616.2642295462858,244.2591203721547,918116.0,1767571.5,2,0
7121,75613,24,4287.7061726689835,562.3077256765,16820282.0,626174.0,2,0
10836,77045,49,18291.962996664857,18871.80351523405,1862032.5,3879103.5,2,1
8890,76280,23,3663.8876710492523,212.97779782588864,5202198.0,9614972.0,2,0
16655,79404,24,14133.807292710408,15425.156568457058,1236792.5,5895685.0,3,2
14463,78495,24,3962.3870743841567,295.5807329366363,673275.0,5762058.0,2,3
12507,77661,23,16092.87044415466,623.9859393799161,1764.0,30444730.5,0,1
13192,78003,24,16092.87044415466,19061.06514672947,141161.5,30444730.5,0,0
1195,73171,13,12364.873848279918,12891.091346199428,29862.5,4431441.0,2,3
12749,77745,23,18390.37961061927,18509.444557634964,4338647.5,1063223.5,1,0
5114,74761,25,10536.192679258942,10381.902461516767,55203918.5,2591961.5,4,0
10466,76957,24,2385.5138053343544,239.07818296123517,1488190.5,8302037.0,1,1
3720,74236,6,19475.977329041052,4816.477782787871,1562517.5,1764.0,1,0
8675,76191,24,9547.288333500654,7945.738711695884,14521523.0,10328576.5,1,1
4547,74515,13,623.9859393799161,12891.091346199428,29862.5,1764.0,1,2
14388,78470,7,623.9859393799161,623.9859393799161,1764.0,1764.0,2,4
1659,73295,10,174.61174180789536,33.96612150410076,1063223.5,1334333.5,4,1
3394,74108,2,1534.5782870787712,62.481797821645024,2763952.0,30444730.5,3,2
5062,74733,24,16326.160761306232,18519.900654851728,10468969.0,2516229.0,0,3
8978,76314,23,9807.645181330314,11878.19124771219,14689717.0,2372271.5,1,2
6507,75387,49,323.7544920712231,166.30811947884382,2866890.5,1606363.5,0,0
6521,75387,49,18383.624829647644,623.9859393799161,1764.0,3669364.5,2,1
6058,75198,13,623.9859393799161,12891.091346199428,29862.5,1764.0,5,3
11833,77416,23,11258.259299536483,1133.427516676239,14521523.0,14863850.0,1,2
6445,75383,24,8021.566415393177,11199.15434201349,100038543.0,8929071.5,4,0
9928,76717,24,11638.572254404577,866.0701385571156,18504015.5,1764.0,0,1
7733,75831,23,6980.199185863346,0.0,4236614.5,16820282.0,0,3
2441,73707,24,175.60582436571903,113.90371439508907,2254390.0,961181.5,4,1
15018,78676,23,1104.9467008700385,130.16149547335345,3455586.5,16820282.0,1,1
1029,73118,24,4829.628591340935,143.9295636210798,24656196.0,3611597.5,3,1
4853,74652,24,4306.03080618241,81.2279192595655,5895685.0,5202198.0,2,2
4037,74358,24,426.8544925204341,75.53067221096912,3039297.5,27000921.0,0,2
6030,75184,49,18674.060571073933,38.46637648259383,656077.0,1764.0,0,1
7368,75702,23,2798.7490523962065,10.595971889898394,2444434.5,7717590.5,0,1
14118,78379,24,1068.4676302046032,59.08413174075809,6141603.5,1334332.5,4,0
14695,78540,23,3558.322465253058,244.2591203721547,918116.0,4482436.0,1,0
4820,74624,24,11027.318174425092,10381.902461516767,55203918.5,23900626.0,1,1
2106,73514,32,17156.126936911987,18781.07539388178,187608.0,2763952.0,2,1
12633,77718,24,2256.4711052967946,155.34977058061776,1760622.5,174598311.5,3,0
16264,79231,23,2357.8540660506424,25.758518228037648,1411273.0,10328576.5,1,6
1890,73389,23,763.4476097092646,38.46637648259383,656077.0,961181.5,0,5
4803,74611,24,1617.5415154429577,244.2591203721547,918116.0,1611846.0,2,3
3646,74193,24,4691.905460711755,239.07818296123517,1488190.5,626174.0,3,1
5317,74851,23,1267.0939820494657,224.6956258411133,3737082.0,2516229.0,3,0
8267,75989,23,19305.632599138964,19618.120175711076,29289.5,2254390.0,0,3
8067,75933,8,3281.1730902768327,623.9859393799161,1764.0,89742.5,0,1
5756,75086,24,9807.645181330314,17225.25513619151,1678185.0,2372271.5,0,1
2949,73927,49,18751.829437765668,18212.87090773455,17031145.5,17027226.0,2,2
865,73024,7,4147.855073947431,188.04571477941528,3740160.5,918116.0,4,2
5504,74952,24,13575.460814999075,17844.011981322717,11598629.5,6011601.0,2,2
12218,77555,4,617.1295696101322,107.68344538510165,2127321.0,19098968.0,0,2
11497,77304,46,4846.699477403152,2448.027636161922,4156070.5,11598629.5,0,0
9422,76550,24,19130.54362883317,1550.8121806509696,17027226.0,1764.0,1,0
12850,77780,23,2562.418912712129,211.5609680371952,16374337.0,1411273.0,2,2
3971,74347,24,1600.4341534705572,83.29989152717165,9614972.0,3329034.0,2,1
2371,73651,22,17722.542578975568,11199.15434201349,100038543.0,35167955.5,1,0
712,72967,24,1141.6343711330658,108.30886995489166,1334332.5,6141603.5,0,0
12739,77745,23,1795.746541022926,179.1715699396128,3124858.5,1551240.0,1,0
9586,76642,49,18625.768774074237,623.9859393799161,1764.0,2866890.5,4,0
13790,78179,24,18500.119626477957,18212.87090773455,17031145.5,1334333.5,0,0
2095,73508,6,6297.3773867406635,619.5479085173382,2516229.0,18504015.5,2,0
10078,76782,50,1365.9410837177218,771.0040751610915,1963927.5,2591961.5,1,2
5575,74988,2,15555.650668700191,623.9859393799161,1764.0,1090655.0,0,3
14380,78469,24,10763.900102748286,11878.19124771219,14689717.0,1968091.0,0,3
12348,77577,23,19379.30061439568,623.9859393799161,1764.0,1474150.0,1,2
7354,75702,24,2227.95192015559,155.2280324880297,1678185.0,1063223.5,1,3
15380,78837,23,2971.448269945348,82.69033103472464,4516372.5,16988693.5,0,0
5058,74732,24,19482.414965062235,10037.637867851354,6141603.5,16374337.0,1,1
1338,73207,14,12441.749153799963,11166.168612638621,564041.0,653909.0,1,0
7134,75621,23,2020.645632116734,513.2738822145398,25539953.5,5874123.5,3,0
10333,76916,24,18751.829437765668,623.9859393799161,1764.0,17027226.0,0,4
9134,76356,24,13363.538641068682,226.0300286115019,3611597.5,1764.0,4,1
12661,77739,43,1893.915512322102,2293.784623441869,1475517.5,6845750.5,1,3
6092,75215,7,15163.632631986222,15523.216572152149,5904854.0,316128.0,3,0
3347,74091,23,2662.09597280918,175.00697896584037,8929071.5,15577990.0,2,1
12968,77815,24,18372.16285602333,17722.542578975568,35167955.5,4516372.5,2,1
2646,73798,24,2956.4796947553887,70.46065932164109,4338647.5,1551240.0,0,0
4702,74558,13,11941.563929215821,56.316097090854036,1527933.5,1764.0,2,1
10791,77041,49,2732.6055522528786,280.725528174385,3879103.5,176661.5,5,3
14320,78443,21,10758.138174051397,10758.138174051397,1764.0,1764.0,0,0
9274,76452,3,11821.759276493913,4140.384486525678,1606808.5,1764.0,1,1
5893,75159,24,9678.885128930438,623.9859393799161,1764.0,4236614.5,1,2
4285,74435,24,17262.264981626755,19379.30061439568,1474150.0,3667972.5,1,0
8634,76187,24,2559.773193467687,1053.258683558867,16988693.5,35167955.5,1,0
2563,73759,49,1178.095206787038,38.46637648259383,656077.0,35167955.5,1,2
2210,73574,24,14990.214190915925,15050.853831093787,5301009.5,5762058.0,1,1
3943,74334,14,1506.8875342628364,467.9360335735269,6011601.0,653909.0,2,1
14004,78309,24,8573.929195884864,144.67423615030063,11598629.5,1759166.0,0,1
3936,74326,24,1284.7327560816493,46.02228900571666,2591961.5,1334332.5,1,2
2098,73509,6,16638.401507959126,825.5035419467606,3737082.0,1764.0,2,0
9329,76476,24,17960.431758652077,17293.4940138518,176661.5,19062.0,2,0
8827,76262,36,3978.8014149268706,794.5345326359757,174598311.5,2444434.5,0,1
7540,75810,24,826.4250578866016,129.49394932864374,3039297.5,961181.5,2,0
14466,78502,23,2530.2076720639084,0.0,85785.0,421599.0,0,0
6307,75307,24,2391.5847918956524,0.0,4236614.5,20950873.5,4,1
108,72786,25,12197.09714840441,623.9859393799161,1764.0,2202262.0,3,0
8999,76318,23,18372.16285602333,623.9859393799161,1764.0,4516372.5,3,0
14694,78540,23,623.9859393799161,14990.214190915925,5762058.0,1764.0,3,4
9436,76552,24,676.9829295039842,180.08442778730873,3039297.5,16374337.0,1,1
10234,76849,49,19839.051257705134,19305.632599138964,2254390.0,20811.5,2,0
4868,74655,23,17833.306564260143,19305.632599138964,2254390.0,2150468.5,4,3
5393,74886,24,6880.727517484623,505.2952911178644,18504015.5,3737082.0,2,3
8602,76171,24,4923.595364734632,409.39155328196136,25539953.5,1334332.5,3,1
5636,74998,24,15684.903450000505,37.99113428750577,316128.0,1764.0,2,1
12878,77793,24,3905.9696263573687,62.481797821645024,2763952.0,31019153.0,1,0
2541,73745,14,1795.5340106408435,493.7583169050722,18504015.5,1787602.5,1,0
7422,75751,24,18390.37961061927,19358.57304505898,38127.0,1063223.5,0,3
4314,74435,24,1762.6419412267471,524.7841444661095,35167955.5,4516372.5,1,2
16692,79404,24,10468.74613193163,18212.87090773455,17031145.5,67031366.5,2,1
1889,73389,24,15880.105820566294,10468.74613193163,67031366.5,31019153.0,2,2
1357,73213,13,12350.943096302375,12350.943096302375,1764.0,1764.0,14,1
4204,74393,16,3824.511087690725,3982.4130792291276,55203918.5,1759166.0,2,2
9022,76318,24,16100.988693746494,18801.79523771388,3740160.5,16820282.0,0,1
16032,79117,24,13091.72255543261,166.58221917822036,7552473.5,8929071.5,3,2
7912,75898,24,1467.0077658815894,14.541631906200706,102172.0,656077.0,1,4
1770,73344,24,9441.432710759887,634.089532299443,55203918.5,1126598.0,5,4
13346,78033,24,4999.403898296876,474.0495335121717,43823828.5,2127321.0,2,0
9911,76717,24,10610.282790473677,11779.793213697296,1527933.5,1216465.5,0,0
11635,77377,23,17131.247301931042,2232.8577566904955,74380224.5,1764.0,2,0
10453,76952,16,1638.3037624371493,4410.544436583642,23900626.0,5874123.5,2,0
1829,73357,23,9859.911749000394,9807.645181330314,2372271.5,5874123.5,5,1
6583,75453,49,1229.2373883262687,36.35420582458736,4516372.5,2866890.5,0,2
680,72941,23,2749.786305112369,108.30886995489166,1334332.5,55203918.5,0,1
9681,76650,24,12472.818943660372,623.9859393799161,1764.0,307088.5,1,2
13843,78226,24,13377.678369503603,12753.550133391245,30444730.5,14521523.0,1,0
5024,74726,23,2868.765244426581,180.88573363540917,3422098.5,918116.0,1,0
5781,75089,24,17257.297704276825,18751.829437765668,17027226.0,24656196.0,2,0
3137,74001,49,19167.058573405637,19618.120175711076,29289.5,3668634.0,0,5
5271,74820,23,18259.28631973539,131.16433310042902,10328576.5,1764.0,1,0
5211,74816,23,16638.401507959126,347.49744486717776,2516229.0,1764.0,2,0
5874,75137,24,825.3733044030129,62.481797821645024,2763952.0,14521523.0,2,1
14392,78470,49,928.4968170019885,0.0,141161.5,20811.5,2,0
6364,75331,24,1986.7375718823203,108.30886995489166,1334332.5,338021.5,2,1
11689,77381,23,1541.3753976295375,10.595971889898394,2444434.5,30444730.5,1,0
15786,79035,23,15396.229559094207,17268.586547295665,8302037.0,7717590.5,1,0
10482,76965,23,12242.882218600784,16092.87044415466,30444730.5,108310.0,4,0
14158,78384,24,8354.034024380993,263.09439213174926,67031366.5,14521523.0,4,0
13228,78008,24,18708.619419587863,18927.27449128039,1606363.5,7552473.5,0,1
8778,76255,24,1475.2142445499064,25.758518228037648,1411273.0,1006387.0,1,4
3635,74186,24,12507.60971921095,12278.062891846754,673275.0,3422098.5,0,2
11610,77377,23,10381.902461516767,10610.282790473677,1216465.5,55203918.5,0,2
8929,76283,23,623.9859393799161,12405.100697345564,338021.5,1764.0,0,1
14222,78387,7,4248.502370477901,513.7235024372155,1767571.5,653909.0,1,0
15344,78834,24,12605.196230563242,13161.23935856642,174598311.5,1837905.0,4,1
13837,78218,24,4240.364703311906,0.0,1090655.0,626174.0,3,0
5435,74904,11,14667.378316782393,149.89983272065922,620093.5,1764.0,1,2
13846,78227,24,14865.76398500283,11674.610235434773,293130137.0,1488190.5,4,1
8365,76042,27,1542.3146325951489,358.23053659756664,3455586.5,16820282.0,0,3
2531,73725,49,2838.5552155933956,75.53067221096912,3039297.5,1678185.0,4,1
8846,76279,23,2333.763920211626,329.63066398864726,25539953.5,100038543.0,1,3
14123,78379,24,797.8847601483589,43.578231116987794,1562517.5,5895685.0,0,0
3292,74071,24,425.26852995799567,0.0,20811.5,29289.5,2,2
12780,77771,24,2396.6626286657015,839.0874720349223,14521523.0,5301009.5,3,2
2623,73787,26,623.9859393799161,12509.839281710365,30538.5,1764.0,4,5
220,72822,23,354.1265388355939,0.0,2770.5,5381876.5,0,0
2415,73683,26,623.9859393799161,623.9859393799161,1764.0,1764.0,8,1
4907,74659,23,4798.319388806402,513.2738822145398,25539953.5,23900626.0,1,0
4719,74572,5,9391.146507915497,0.0,4236614.5,1764.0,4,2
15163,78746,24,14966.727507797103,983.7423058272567,14863850.0,4338647.5,1,2
4295,74435,23,11941.563929215821,56.316097090854036,1527933.5,1764.0,1,1
7457,75751,24,2070.5243678655897,69.85394052499544,653909.0,1787602.5,1,3
1283,73196,23,1515.6509148327082,135.80335961920764,38127.0,1551240.0,0,3
3989,74353,24,1371.727619970739,221.35631870830355,3082588.0,7717590.5,3,1
7401,75723,24,18143.774594361323,18951.55568688795,10328576.5,626174.0,2,0
9131,76353,23,18509.444557634964,18212.87090773455,17031145.5,4338647.5,0,1
5503,74952,24,1981.2982489399749,6653.5234402293345,6020799.5,2763952.0,2,0
1490,73251,24,8435.601981064116,0.0,4236614.5,2895421.0,3,0
8222,75979,24,446.5502164374658,0.0,2770.5,1527933.5,0,2
9344,76528,24,12872.613915793552,15050.853831093787,5301009.5,1787602.5,1,0
3154,74010,7,4284.929483721737,337.4234529074574,11598629.5,918116.0,2,0
15712,78968,24,18676.023741734196,9323.922792038584,176661.5,8929071.5,0,1
10915,77076,23,17341.775487640465,16114.723805194177,1488700.0,2444434.5,0,1
2905,73924,26,11941.563929215821,445.76993935096607,2202262.0,1764.0,2,1
13068,77917,24,9129.320236418831,9795.259053844402,12342031.5,20950873.5,0,0
10760,77041,49,18591.15433036202,19358.57304505898,38127.0,1551240.0,0,2
16437,79270,23,1647.2028554201072,445.9060955602511,16374337.0,3669364.5,0,0
1939,73423,24,6087.006377180911,416.5837458743434,18504015.5,24656196.0,1,0
3274,74070,24,16256.508787905805,115.51703883740682,1551240.0,14863850.0,2,1
16362,79236,2,12779.725198351813,17239.92598261763,895608.5,113930.5,10,0
10044,76772,1,395.84256683581367,15446.692912682705,1764.0,3455586.5,0,0
16623,79401,24,988.5941632067493,366.3021263730419,1397363.0,2745825.5,2,0
12338,77577,24,3026.7312324234967,279.62837922043377,15577990.0,338021.5,3,0
3335,74088,24,18751.829437765668,18291.962996664857,3879103.5,17027226.0,0,3
4170,74379,54,17268.586547295665,17156.126936911987,2763952.0,8302037.0,1,1
5296,74851,23,680.3913547180043,93.17144668493937,2254390.0,4599255.0,0,2
8005,75915,23,15158.31220273433,130.16149547335345,3455586.5,1764.0,1,2
11008,77081,24,9795.259053844402,13161.23935856642,174598311.5,12342031.5,3,2
15270,78765,24,9795.259053844402,3283.7756698381013,239245.0,12342031.5,1,1
6072,75205,13,13747.678502387354,623.9859393799161,1764.0,32910.0,0,6
12614,77718,24,9128.657482550014,10468.74613193163,67031366.5,1759166.0,2,4
11919,77445,24,8118.1686554943735,108.30886995489166,1334332.5,17027226.0,1,5
219,72822,24,596.7971842791676,295.5807329366363,673275.0,219229.5,3,0
7648,75824,23,10911.464454828312,15696.83929005364,360697.0,12304091.0,1,1
16452,79271,24,1600.0569149148423,206.50337218922982,27000921.0,16988693.5,2,2
10384,76923,24,11878.19124771219,10381.902461516767,55203918.5,14689717.0,0,3
9184,76398,24,6054.401668137109,0.0,1090655.0,2516229.0,0,0
13945,78298,23,2412.2927986134937,8.681837127313456,113930.5,1475517.5,2,1
12040,77477,12,623.9859393799161,12197.09714840441,2202262.0,1764.0,1,0
514,72899,28,11422.734982254964,664.8456234784719,16988693.5,67031366.5,2,2
11692,77381,23,1921.6642710669541,396.6960478450699,55203918.5,1216465.5,1,0
3409,74118,2,1075.4255474228335,562.3077256765,16820282.0,5301009.5,7,0
12002,77469,5,2390.7485546831817,364.37230118312766,20950873.5,4236614.5,0,0
13374,78052,24,8559.937762270727,15555.650668700191,1090655.0,43823828.5,2,2
4023,74357,24,10468.74613193163,623.9859393799161,1764.0,67031366.5,1,1
7866,75884,24,9859.911749000394,10536.192679258942,2591961.5,5874123.5,3,0
4920,74659,23,15396.229559094207,623.9859393799161,1764.0,7717590.5,2,1
11226,77198,3,2761.6597256368827,107.68344538510165,2127321.0,1606808.5,0,3
12855,77780,23,977.3463023561987,33.96612150410076,1063223.5,961181.5,2,2
3887,74298,24,1221.1576167145388,137.03614873157173,50605.0,73020.0,1,2
5607,74995,24,10610.282790473677,16092.87044415466,30444730.5,1216465.5,3,2
2440,73707,24,623.9859393799161,19379.30061439568,1474150.0,1764.0,1,1
9118,76353,2,10468.74613193163,623.9859393799161,1764.0,67031366.5,0,4
1018,73091,24,19051.156631249316,18509.444557634964,4338647.5,2007297.0,1,1
1066,73132,24,5663.049617580583,42.19086913341171,12304091.0,1488700.0,5,4
3576,74162,23,5116.582253722905,558.9868345936713,23900626.0,25539953.5,1,1
14425,78472,24,1665.996731116867,738.8755955234724,16988693.5,2007297.0,2,1
16681,79404,24,1792.8393491073527,191.0170025685297,7552473.5,3669364.5,1,0
3598,74164,2,10571.5037292669,4126.405625714803,1760622.5,1764.0,1,0
12304,77575,4,1761.9132238356317,364.37230118312766,20950873.5,2258091.0,8,0
8699,76195,24,1726.2504534041348,226.630766455476,6020799.5,5904854.0,2,1
234,72828,2,3105.1830873864346,388.95741785196805,12342031.5,18302353.0,3,0
16550,79332,24,12279.235591668275,753.5582188639654,43823828.5,176661.5,1,4
9149,76369,43,2070.5375816594083,2085.2680208502475,1475517.5,40024188.5,1,0
12677,77741,23,1453.4922763489838,85.24365314314382,626174.0,4599255.0,2,2
627,72926,24,10381.902461516767,10547.055436256884,1676892.0,55203918.5,0,3
3779,74253,23,10304.386549723466,17239.92598261763,895608.5,18302353.0,8,0
55,72774,24,17268.586547295665,16114.723805194177,1488700.0,8302037.0,4,0
8326,76027,24,17268.586547295665,16100.988693746494,16820282.0,8302037.0,1,1
14318,78439,21,10758.138174051397,2211.509815564838,67031366.5,1764.0,1,1
3947,74335,23,4505.042436644942,4274.394440025027,1764.0,2525.0,2,0
4741,74595,24,2658.751110695318,335.7418181997719,16820282.0,1760622.5,3,0
9341,76521,24,3526.9019163484027,1619.347277248326,8929071.5,338021.5,2,0
691,72948,23,10381.902461516767,12405.100697345564,338021.5,55203918.5,1,0
5440,74905,11,421.1612085238432,1906.350592103727,1871353.0,3329034.0,0,7
15277,78769,48,1428.8358850347436,1427.2022453437912,10328576.5,3879103.5,1,1
978,73063,24,2121.2725111375485,115.51703883740682,1551240.0,2150468.5,3,0
933,73042,24,569.1280270509791,4306.03080618241,5202198.0,3329034.0,1,2
13363,78042,22,9705.339100407571,7970.295081000924,16988693.5,27000921.0,0,1
2710,73820,11,308.09475477541775,694.5098206548157,3329034.0,5895685.0,1,3
12551,77686,25,11905.324459166339,623.9859393799161,1764.0,5381876.5,4,1
2536,73736,24,12790.34825594362,703.4639723722795,30444730.5,2372271.5,1,1
16298,79233,23,18291.962996664857,19358.57304505898,38127.0,3879103.5,0,2
13991,78308,24,10790.462076580345,12405.100697345564,338021.5,1334332.5,0,1
9050,76338,24,1615.6108488647124,3449.3089831667644,5895685.0,1488700.0,0,5
2831,73885,24,401.97286212535226,199.5752609797483,1713855.0,5202198.0,1,0
11923,77445,24,1754.2987527772832,164.4769345320128,7552473.5,3569803.0,2,1
666,72940,7,2856.1588122245507,81.2279192595655,5895685.0,219229.5,3,0
15852,79040,24,1744.896334982063,85.24365314314382,626174.0,1474150.0,3,0
15555,78900,24,1617.0387884270037,94.43510651325097,3329034.0,3611597.5,0,1
12152,77529,24,1923.7991898015907,32.16159674476775,1606363.5,1678185.0,1,2
10581,76998,24,15555.650668700191,15246.580574330743,3455586.5,1090655.0,3,1
4352,74452,23,18951.55568688795,623.9859393799161,1764.0,10328576.5,0,3
6381,75338,24,17022.589282724057,19358.57304505898,38127.0,1411273.0,0,0
5185,74799,23,19358.57304505898,18708.619419587863,7552473.5,38127.0,2,0
11262,77270,24,5416.335933313301,1612.665063415541,14521523.0,853416.5,1,0
13261,78011,13,995.944361845942,12135.170347555462,1764.0,4760.5,0,2
15765,79034,24,15563.370694255695,17594.48351885597,446770.0,7161013.5,3,1
1425,73227,24,421.8807330198187,58.63213149357383,19098968.0,113930.5,3,1
4704,74558,11,14290.350640686896,13681.929968854982,7338218.5,1562517.5,1,5
8261,75989,24,6401.611210050696,337.4234529074574,11598629.5,3611597.5,3,0
8773,76238,25,10381.902461516767,623.9859393799161,1764.0,55203918.5,0,5
5274,74820,23,17722.542578975568,18212.87090773455,17031145.5,35167955.5,0,1
4771,74610,24,15854.75187842403,15523.216572152149,5904854.0,3737082.0,1,0
7692,75825,23,1531.7033578440714,180.88573363540917,3422098.5,653909.0,2,0
8669,76188,23,1156.2627472643435,121.7642757238729,3611597.5,1562517.5,1,0
1237,73191,7,1771.769033851311,451.50740175715174,4156070.5,24656196.0,2,0
2148,73535,24,10763.900102748286,623.9859393799161,1764.0,1968091.0,4,0
4044,74360,23,3535.924376907015,586.7704245829086,14863850.0,50605.0,3,0
980,73063,24,605.5681343353544,38.46637648259383,656077.0,3668634.0,0,1
4137,74375,54,17239.92598261763,16653.261724328666,14521523.0,895608.5,2,1
12356,77634,24,1301.874782296438,239.07818296123517,1488190.5,30444730.5,3,1
13059,77886,8,6634.875968624978,1185.183520423269,3422098.5,4156070.5,0,0
12744,77745,24,4081.43481225988,502.68307714698125,293130137.0,12342031.5,2,0
9106,76352,24,8021.566415393177,19135.65876141443,961181.5,8929071.5,1,2
11118,77161,6,1614.4507516306644,200.2748750054531,316128.0,6020799.5,0,3
14009,78310,24,1261.1077396748071,343.8516598767223,673275.0,4482436.0,1,2
15542,78894,3,2026.8696027710387,631.820504740328,218250.0,213947.0,4,0
7279,75681,24,12278.062891846754,11477.978278385104,18504015.5,673275.0,2,1
8919,76283,23,1467.2326153885026,0.0,141161.5,446770.0,1,1
5755,75086,24,18871.80351523405,18752.395159682448,16988693.5,1862032.5,2,0
8036,75919,23,2038.4169231004903,33.96612150410076,1063223.5,4338647.5,0,2
14173,78385,7,7836.2006452579235,2616.2978859554896,2745825.5,219229.5,1,2
