3.824932895914106012e-01,9.090909090909091161e-02,5.315895148829231642e-01,2.122679265125982078e-03,4.196907612215348277e-02,0.000000000000000000e+00
5.860423501342086894e-01,8.909090909090908728e-01,2.275226587942529022e-01,1.936150490843062746e-02,2.442359784803226769e-02,1.217227443213080018e-02
2.042946614971672403e-01,2.545454545454545192e-01,2.777377043240186749e-02,9.100604088786540605e-03,1.166838428158573429e-02,6.092342688368826073e-03
6.112436623918870993e-01,1.272727272727272596e-01,2.723114263276277813e-01,1.748306294832116525e-02,8.578033488419765235e-03,1.166838428158573429e-02
4.862809424396061786e-01,9.090909090909091161e-02,6.370645229379398589e-02,3.637752860835630209e-02,4.196907612215348277e-02,3.613699994848331917e-03
2.145839546674626064e-01,4.363636363636363424e-01,7.465077993681030755e-01,3.139357027852723164e-02,0.000000000000000000e+00,3.126111575695198538e-03
3.059946316731281257e-01,4.363636363636363424e-01,2.662997881760826857e-01,6.536271033341625736e-02,1.322744523267285408e-02,8.410796862711068800e-02
2.189084402028029785e-01,4.909090909090909061e-01,7.824970312068326717e-01,7.479165425922199573e-01,5.070906254441632718e-03,3.714723992276243881e-03
5.268416343572912552e-01,4.181818181818181546e-01,6.467465281219136886e-02,1.004089929918828249e-02,5.840754965060990407e-03,8.578033488419765235e-03
8.388010736653743749e-01,2.545454545454545192e-01,6.207536853546308242e-01,6.259611023219117110e-01,2.224776105177645163e-03,1.528569873377627619e-02
6.954965702356101787e-01,9.090909090909091161e-02,5.544587560662419534e-01,4.589302619483000556e-01,7.385364909728474791e-04,3.613699994848331917e-03
6.619445272889947773e-01,4.363636363636363424e-01,9.071626976945119658e-01,3.139357027852723164e-02,0.000000000000000000e+00,6.970642176627507743e-03
1.058753355204267166e-02,4.363636363636363424e-01,9.653883760535600378e-02,1.346667395928387821e-02,2.286697865989247014e-01,1.000000000000000000e+00
7.189084402028029785e-01,7.272727272727272374e-02,7.257992594314081058e-01,5.285951554593448960e-03,5.786698444234191809e-03,0.000000000000000000e+00
6.045332538025647295e-01,4.363636363636363424e-01,8.455156054882585759e-02,2.602752101769723395e-02,1.058150348345842373e-01,2.905390874598140320e-03
8.643006263048018667e-01,4.363636363636363424e-01,7.686109427133838712e-02,1.935295039927729596e-03,2.232172182117627985e-03,8.333108375012200641e-03
6.750671040858939875e-01,4.363636363636363424e-01,1.096859568063790480e-01,3.787055053246689978e-02,5.474050442738956010e-03,1.038554070642625921e-01
3.355204294661540132e-02,4.363636363636363424e-01,8.397820154213607446e-02,8.367184750889008690e-03,9.774306290029455280e-03,1.217227443213080018e-02
2.406799880703847094e-01,4.181818181818181546e-01,2.741311114644183200e-01,2.949635093925705165e-02,3.570860402517227195e-02,2.050240629555160829e-02
3.608708619147016350e-02,4.181818181818181546e-01,3.216174045068904974e-02,2.733998171617493117e-02,1.199685691974962803e-01,3.427245850404252430e-03
8.298538622129427722e-01,4.363636363636363424e-01,8.098140131147699150e-02,1.731501362089650237e-03,1.568422378546071097e-02,5.808193122267286956e-02
5.997614076946025108e-01,1.818181818181818094e-02,3.021057392759415317e-01,2.858863690731073062e-02,5.072644400752021263e-03,1.000000000000000000e+00
8.945720250521915773e-01,2.363636363636363591e-01,3.082037372830083791e-02,3.139357027852723164e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.406501640322098012e-01,4.363636363636363424e-01,9.434247145800074286e-01,9.434297123593167189e-01,5.808193122267286956e-02,5.795047857752071152e-02
1.696987772144353812e-01,9.090909090909090606e-01,3.822143066977621434e-02,2.616625597252527149e-02,4.143923317856371309e-03,6.693870947798014753e-03
2.306889352818366490e-01,4.181818181818181546e-01,1.029852570837315601e-01,1.671995586368552056e-02,2.003340529577462420e-02,3.045528281221688421e-02
7.739337906352439234e-02,4.181818181818181546e-01,9.448685095599684836e-01,9.494657692556435213e-01,6.346258743093422319e-03,6.340020861781264219e-04
7.843722039964262649e-02,4.181818181818181546e-01,1.888042390401865889e-01,6.533814545966783183e-02,9.871637366199280048e-03,1.666198311004168789e-04
6.403220996122875874e-01,4.363636363636363424e-01,9.534506776661949567e-01,3.139357027852723164e-02,0.000000000000000000e+00,3.522965857692663544e-02
2.406799880703847094e-01,4.363636363636363424e-01,8.699820036185014205e-01,3.139357027852723164e-02,0.000000000000000000e+00,5.966583794329591382e-04
3.675812705040257811e-01,4.363636363636363424e-01,6.913290606744968425e-01,1.323663205854012405e-02,2.286697865989247014e-01,1.774114851720614422e-02
7.557411273486422942e-01,4.363636363636363424e-01,4.667438673808095850e-01,1.185447812621722797e-03,1.217227443213080018e-02,2.286697865989247014e-01
6.316731285416050667e-01,4.363636363636363424e-01,2.258573993041219918e-01,3.139357027852723164e-02,0.000000000000000000e+00,5.070162894125571085e-02
6.221294363256788529e-01,4.545454545454545303e-01,3.082037372830083791e-02,5.428826327008917652e-01,4.546023594925080284e-03,0.000000000000000000e+00
3.085296749179846643e-01,4.181818181818181546e-01,9.712753043716512158e-01,9.412557583376133241e-01,2.575905369624522864e-02,7.684776389762856472e-03
3.769758425290792303e-01,4.363636363636363424e-01,2.151495582491294856e-01,6.548599572230116156e-03,1.178262774310148524e-02,3.522965857692663544e-02
4.245451834178339823e-01,4.181818181818181546e-01,1.822651327789381881e-01,4.594683450955772304e-03,5.027672636793845476e-03,3.714723992276243881e-03
3.981509096331592445e-02,4.363636363636363424e-01,4.772124638076418596e-02,0.000000000000000000e+00,3.714723992276243881e-03,1.038554070642625921e-01
4.239487026543393711e-01,8.909090909090908728e-01,2.598605705923678205e-02,2.733998171617493117e-02,1.199685691974962803e-01,1.479516791777778575e-02
5.814196242171192353e-01,8.909090909090908728e-01,5.083920323413158859e-02,6.644637591797357759e-03,5.023007445273814688e-03,1.479516791777778575e-02
5.070086489710714517e-01,7.272727272727272374e-02,6.081752524147748806e-01,6.084069871598325463e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.833880107366542944e-01,1.272727272727272596e-01,6.174996066490796576e-01,6.406954154234076881e-01,2.866355076449730237e-04,2.290842722345406979e-03
6.546376379361795728e-02,1.000000000000000000e+00,3.082037372830083791e-02,6.434079085251420693e-01,6.205301729696428641e-05,0.000000000000000000e+00
3.869668953176255144e-01,9.090909090909090606e-01,5.531610098681790516e-02,1.259048678897696331e-02,6.708074622308908899e-03,4.546023594925080284e-03
