3.225806451609969372e-01,3.516215805869817856e-01,4.526684970339399650e-01,6.694717142897012030e-01,3.565344900896945390e-02
2.258064516126978560e-01,8.747438314351940747e-01,2.716781210723615697e-02,1.687702028726546441e-02,1.470750228153872574e-01
3.225806451609969372e-02,1.558816015525115450e-01,1.824654592129677233e-01,3.707562830167585033e-02,1.687387043673916620e-01
6.451612903219938744e-02,8.747438314351940747e-01,1.564278616375382180e-01,1.683528464261911384e-01,1.470750228153872574e-01
2.903225806448972435e-01,1.298806147853993620e-01,6.559320755427536231e-02,3.397834538096500961e-02,3.568427658755858600e-02
6.129032258063489280e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.935483870965981623e-01,1.558816015525115450e-01,1.344849674217429292e-01,3.030993262429168555e-01,1.687387043673916620e-01
8.709677419356012251e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.580645161287975498e-01,6.610947772070299711e-02,3.742739408649305849e-02,1.833167443375277941e-02,2.866595298427258159e-02
2.258064516126978560e-01,7.497119956013913455e-01,1.564278616375382180e-01,1.683528464261911384e-01,1.542263000522376415e-01
3.225806451609969372e-01,6.527783502425220652e-01,1.000000000000000222e+00,0.000000000000000000e+00,1.159272169331197755e-02
4.516129032258504594e-01,6.559320755427536231e-02,1.000000000000000222e+00,0.000000000000000000e+00,3.397834538096500961e-02
6.451612903219938744e-02,1.360225638074325227e-01,8.440782097764910619e-01,2.539837185022395527e-01,0.000000000000000000e+00
5.806451612902492343e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.516129032258504594e-01,1.298806147853993620e-01,6.527783502425220652e-01,1.159272169331197755e-02,3.568427658755858600e-02
4.193548387097507657e-01,8.260376270970544443e-03,6.323447898764618103e-01,5.510336494110618100e-01,3.497533741140256697e-02
1.290322580643987749e-01,1.000000000000000222e+00,1.298806147853993620e-01,3.568427658755858600e-02,0.000000000000000000e+00
6.129032258063489280e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.193548387097507657e-01,6.665917021398857223e-01,3.742739408649305849e-02,1.833167443375277941e-02,9.999999999999998890e-01
7.096774193546480092e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.387096774190467841e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.225806451609969372e-02,1.344849674217429292e-01,2.180768576808075343e-01,1.143776567037743941e-01,3.030993262429168555e-01
2.258064516126978560e-01,5.008276322865114899e-02,8.440782097764910619e-01,2.539837185022395527e-01,1.299283050259773115e-02
3.870967741936510720e-01,5.008276322865114899e-02,1.360225638074325227e-01,0.000000000000000000e+00,1.299283050259773115e-02
3.548387096770966309e-01,1.414311941577635623e-01,1.804707716134168194e-01,1.666664021346323243e-01,2.451339202937008466e-01
2.580645161287975498e-01,6.584197935622498887e-01,6.665917021398857223e-01,9.999999999999998890e-01,1.041242148036235389e-02
1.612903225804984686e-01,3.516215805869817856e-01,0.000000000000000000e+00,1.016595606602905821e-01,3.565344900896945390e-02
5.161290322580498469e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.903225806448972435e-01,8.260376270970544443e-03,4.184897991796316524e-02,2.686136000752198938e-01,3.497533741140256697e-02
5.806451612902492343e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.548387096770966309e-01,1.824654592129677233e-01,1.344849674217429292e-01,3.030993262429168555e-01,3.707562830167585033e-02
6.451612903219938744e-02,2.716781210723615697e-02,7.497119956013913455e-01,1.542263000522376415e-01,1.687702028726546441e-02
7.096774193546480092e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290322580643987749e-01,1.000000000000000222e+00,8.260376270970544443e-03,3.497533741140256697e-02,0.000000000000000000e+00
9.677419354829908116e-02,6.610947772070299711e-02,6.665917021398857223e-01,9.999999999999998890e-01,2.866595298427258159e-02
4.516129032258504594e-01,6.467436685400353991e-01,3.516215805869817856e-01,3.565344900896945390e-02,2.375677700404633386e-01
1.935483870965981623e-01,2.180768576808075343e-01,1.824654592129677233e-01,3.707562830167585033e-02,1.143776567037743941e-01
3.225806451609969372e-01,6.467436685400353991e-01,0.000000000000000000e+00,1.016595606602905821e-01,2.375677700404633386e-01
9.677419354829908116e-02,3.742739408649305849e-02,6.584197935622498887e-01,1.041242148036235389e-02,1.833167443375277941e-02
1.935483870965981623e-01,1.804707716134168194e-01,8.073818808376383993e-01,1.584693254552789476e-02,1.666664021346323243e-01
2.580645161287975498e-01,1.360225638074325227e-01,3.196445088532803847e-01,3.088514960535767573e-01,0.000000000000000000e+00
4.193548387097507657e-01,4.184897991796316524e-02,1.000000000000000222e+00,0.000000000000000000e+00,2.686136000752198938e-01
1.612903225804984686e-01,4.526684970339399650e-01,6.467436685400353991e-01,2.375677700404633386e-01,6.694717142897012030e-01
1.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.161290322580498469e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.870967741936510720e-01,7.497119956013913455e-01,8.747438314351940747e-01,1.470750228153872574e-01,1.542263000522376415e-01
7.419354838707477029e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.193548387097507657e-01,6.584197935622498887e-01,6.610947772070299711e-02,2.866595298427258159e-02,1.041242148036235389e-02
9.677419354839003063e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.548387096770966309e-01,1.137122166431610848e-01,8.073818808376383993e-01,1.584693254552789476e-02,7.430619360000741969e-01
4.516129032258504594e-01,0.000000000000000000e+00,4.526684970339399650e-01,6.694717142897012030e-01,1.016595606602905821e-01
1.612903225804984686e-01,1.414311941577635623e-01,1.137122166431610848e-01,7.430619360000741969e-01,2.451339202937008466e-01
2.903225806448972435e-01,6.323447898764618103e-01,1.000000000000000222e+00,0.000000000000000000e+00,5.510336494110618100e-01
1.290322580643987749e-01,6.527783502425220652e-01,6.559320755427536231e-02,3.397834538096500961e-02,1.159272169331197755e-02
3.225806451609969372e-02,8.073818808376383993e-01,1.414311941577635623e-01,2.451339202937008466e-01,1.584693254552789476e-02
9.677419354829908116e-02,6.323447898764618103e-01,4.184897991796316524e-02,2.686136000752198938e-01,5.510336494110618100e-01
3.870967741936510720e-01,8.440782097764910619e-01,3.196445088532803847e-01,3.088514960535767573e-01,2.539837185022395527e-01
7.419354838707477029e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.548387096770966309e-01,2.180768576808075343e-01,1.558816015525115450e-01,1.687387043673916620e-01,1.143776567037743941e-01
3.870967741936510720e-01,1.564278616375382180e-01,2.716781210723615697e-02,1.687702028726546441e-02,1.683528464261911384e-01
5.483870967741495406e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.451612903219938744e-02,3.196445088532803847e-01,5.008276322865114899e-02,1.299283050259773115e-02,3.088514960535767573e-01
5.483870967741495406e-01,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.804707716134168194e-01,1.137122166431610848e-01,7.430619360000741969e-01,1.666664021346323243e-01
